GA ID,Project Title,Agency,Approval Date,Publish Date,Category,Grant Term,Value (AUD),Ad hoc/One-off,Aggregate Grant Award,PBS Program Name,Grant Program,Grant Activity,Purpose,Internal Reference ID,Confidentiality - Contract,Confidentiality - Outputs,Recipient Name,Recipient ABN,Grant Recipient Suburb,Grant Recipient Town/City,Grant Recipient Postcode,Grant Recipient State/Territory,Grant Recipient Country,Grant Delivery State/Territory,Grant Delivery Postcode,Grant Delivery Country,Variations,Selection Process,GO ID,GO Title,Confidentiality Reason(s) - Contract,Variation 0 Grant Term Commencement,Variation 0 Grant Term Termination,Variation 0 Grant Value (AUD),Variation 1 Grant Term Commencement,Variation 1 Grant Term Termination,Variation 1 Grant Value (AUD),Variation 2 Grant Term Commencement,Variation 2 Grant Term Termination,Variation 2 Grant Value (AUD),Variation 3 Grant Term Commencement,Variation 3 Grant Term Termination,Variation 3 Grant Value (AUD),Variation 4 Grant Term Commencement,Variation 4 Grant Term Termination,Variation 4 Grant Value (AUD),Variation 5 Grant Term Commencement,Variation 5 Grant Term Termination,Variation 5 Grant Value (AUD),Variation 6 Grant Term Commencement,Variation 6 Grant Term Termination,Variation 6 Grant Value (AUD),Variation 7 Grant Term Commencement,Variation 7 Grant Term Termination,Variation 7 Grant Value (AUD),Variation 8 Grant Term Commencement,Variation 8 Grant Term Termination,Variation 8 Grant Value (AUD),Variation 9 Grant Term Commencement,Variation 9 Grant Term Termination,Variation 9 Grant Value (AUD)
GA72096,Outside School Hours Care,National Indigenous Australians Agency,25-Sep-19,2-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"1,944,577.11",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Outside School Hours Care,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CSANDUE,No,No,East Arnhem Regional Council,92 334 301 078,NHULUNBUY,NHULUNBUY,880,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72096-V3 - Decrease of the grant value. (20-Dec-2021 )', 'GA72096-V2 - Extension to the grant term. (1-Mar-2021 )', 'GA72096-V1 - Increase of the grant value. (21-Dec-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"2,024,004.00",1-Jan-20,31-Dec-22,"2,024,004.00",1-Jan-20,31-Dec-22,"1,944,577.11",,,,,,,,,,,,,,,,,,
GA72211,Wild Orchard Kakadu Plum,National Indigenous Australians Agency,22-Dec-19,4-Mar-20,Indigenous Employment and Business,22-Dec-2019 to 30-Jun-2020,"156,200.00",No,No,NIAA 19/20 2.1 Jobs Land and Economy,"Jobs, Land and Economy",Wild Orchard Kakadu Plum,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-DIVOMOJ,No,No,Wild Orchard Kakadu Plum Pty Ltd,62 610 060 805,VIA WINNELLIE,VIA WINNELLIE,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA72214,Stronger Communities for Children (SCfC) - Wadeye,National Indigenous Australians Agency,5-Dec-19,4-Mar-20,Indigenous Education,13-Dec-2019 to 30-Jun-2021,"1,459,041.64",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Stronger Communities for Children (SCfC) - Wadeye,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-D0YXFTP,No,No,Thamarrurr Development Corporation Limited Woolner                            Original,54 124 789 493,WOOLNER,WOOLNER,820,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72214-V3 - Decrease of the grant value. (4-Nov-2021 )', 'GA72214-V2 - Increase of the grant value. (27-Oct-2021 )', 'GA72214-V1 - Extension to the grant term. (10-May-2021 )']",Closed Non-Competitive,,,,,,,13-Dec-19,30-Jun-21,"1,459,041.64",13-Dec-19,30-Jun-21,"1,459,041.65",13-Dec-19,30-Jun-21,"1,459,041.64",,,,,,,,,,,,,,,,,,
GA72223,Nganmarriyanga Store Takeaway Completion,National Indigenous Australians Agency,4-Dec-18,4-Mar-20,Indigenous Communities,18-Apr-2019 to 31-Jan-2020,"191,950.00",No,No,NIAA 18/19 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Nganmarriyanga Store Takeaway Completion,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-AZZRKW9,No,No,Mutchirr Corporation Limited,59 135 977 614,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,GA72223-V1 - Reduction to the grant term. (28-Apr-2020 ),Open Competitive,,,,,,,18-Apr-19,31-Jan-20,"191,950.00",,,,,,,,,,,,,,,,,,,,,,,,
GA72228,Stronger Communities for Children,National Indigenous Australians Agency,24-Oct-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"2,464,671.87",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Stronger Communities for Children,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CP8EOEX,No,No,Yugul Mangi Development Aboriginal Corporation                            Original,40 710 772 364,NGUKURR,NGUKURR,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72228-V4 - Increase of the grant value. (4-Nov-2021 )', 'GA72228-V3 - Decrease of the grant value. (27-Oct-2021 )', 'GA72228-V2 - Decrease of the grant value. (11-Oct-2021 )', 'GA72228-V1 - Extension to the grant term and increase of value. (18-May-2021 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-22,"3,124,422.17",1-Jan-20,31-Dec-22,"2,464,671.87",1-Jan-20,31-Dec-22,"2,464,671.86",1-Jan-20,31-Dec-22,"2,464,671.87",,,,,,,,,,,,,,,
GA7222,Reconstruction and extension of the Elcho Island western apron and...,"Department of Infrastructure, Transport, Regional Development and Communications",14-Dec-16,18-Jun-18,Transport,15-Jun-2018 to 20-Dec-2022,"375,000.00",No,No,ITCRD 17/18 IR3.1 Department of Infrastructure and Regional Development,Regional Aviation Access,Reconstruction and extension of the Elcho Island western apron and taxiway to suit a Brasilia 120 and marked to meet CSA Manual of Standards (MOS 139) runway requirements.,The works will improve the safety and maintain the accessibility of the Elcho Island Aerodrome,165,No,No,"Department of Infrastructure, Planning and Logistics (Northern Territory Government)                            Original",84 085 734 992,Palmerston,Palmerston,830,NT,AUSTRALIA,NT,822,AUSTRALIA,"['GA7222-V4 - Change of end date (22-Dec-2021 )', 'GA7222-V3 - Extension to contract period (12-Jan-2021 )', 'GA7222-V2 - Extension of contract period (12-Jan-2021 )', 'GA7222-V1 - Extension to end date (24-May-2019 )']",Targeted or Restricted Competitive,,,,,,,15-Jun-18,30-Jun-19,"375,000.00",15-Jun-18,20-Dec-20,"375,000.00",15-Jun-18,20-Dec-21,"375,000.00",15-Jun-18,20-Dec-22,"375,000.00",,,,,,,,,,1-Jan-20,"31-Dec-2022
                        Original","2,464,671.87",,,
GA72231,School Nutrition Project - Manyallaluk,National Indigenous Australians Agency,25-Sep-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"244,750.25",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Manyallaluk,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNOEGYN,No,No,Roper Gulf Regional Council,94 746 956 090,KATHERINE EAST,KATHERINE EAST,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72231-V3 - Decrease of the grant value. (18-May-2021 )', 'GA72231-V2 - Extension to the grant term and increase of value. (15-Mar-2021 )', 'GA72231-V1 - Decrease of the grant value. (16-Mar-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"93,276.00",1-Jan-20,31-Dec-22,"279,828.00",1-Jan-20,31-Dec-22,"244,750.25",,,,,,,,,,,,,,,,,,
GA72234,Ngukurr School Sports Academy,National Indigenous Australians Agency,16-Oct-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"617,422.81",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Ngukurr School Sports Academy,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CP8EO8P,No,No,WANTA ABORIGINAL CORPORATION                            Original,98 800 305 942,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72234-V3 - Decrease of the grant value. (20-Dec-2021 )', 'GA72234-V2 - Decrease of the grant value. (22-Apr-2021 )', 'GA72234-V1 - Extension to the grant term and increase of value. (1-Mar-2021 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-22,"640,200.00",1-Jan-20,31-Dec-22,"624,062.57",1-Jan-20,31-Dec-22,"617,422.81",,,,,,,,,,,,,,,,,,
GA72236,School Nutrition Project - Bulman,National Indigenous Australians Agency,25-Sep-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"340,870.36",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Bulman,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNGPQVX,No,No,Roper Gulf Regional Council,94 746 956 090,KATHERINE EAST,KATHERINE EAST,850,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72236-V3 - Decrease of the grant value. (18-May-2021 )', 'GA72236-V2 - Extension to the grant term and increase of value. (15-Mar-2021 )', 'GA72236-V1 - Increase of the grant value. (15-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"127,000.00",1-Jan-20,31-Dec-22,"369,000.00",1-Jan-20,31-Dec-22,"340,870.36",,,,,,,,,,,,,,,,,,
GA72237,School Nutrition Project - Barunga,National Indigenous Australians Agency,25-Sep-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"236,520.74",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Barunga,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNGPQQC,No,No,Barunga Community Education Centre School Council Inc,42 083 806 809,VIA KATHERINE,VIA KATHERINE,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72237-V3 - Decrease of the grant value. (10-May-2021 )', 'GA72237-V2 - Extension to the grant term and increase of value. (1-Mar-2021 )', 'GA72237-V1 - Increase of the grant value. (15-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"83,000.00",1-Jan-20,31-Dec-22,"243,000.00",1-Jan-20,31-Dec-22,"236,520.74",,,,,,,,,,,,,,,,,,
GA72238,School Nutrition Project - Wugularr,National Indigenous Australians Agency,25-Sep-19,4-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"272,751.72",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Wugularr,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CN61TZZ,No,No,Wugularr School Council,74 824 228 876,BESWICK,BESWICK,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72238-V3 - Decrease of the grant value. (21-Jun-2021 )', 'GA72238-V2 - Extension to the grant term and increase of value. (1-Mar-2021 )', 'GA72238-V1 - Increase of the grant value. (15-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"108,000.00",1-Jan-20,31-Dec-22,"314,000.00",1-Jan-20,31-Dec-22,"272,751.72",,,,,,,,,,,,,,,,,,
GA72309,Wugubank Uniting Two Schools,National Indigenous Australians Agency,3-Mar-20,10-Mar-20,Indigenous Education,9-Mar-2020 to 31-Dec-2021,"13,750.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Wugubank Uniting Two Schools,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-DWPFVJ9,No,No,Wugularr School Council,74 824 228 876,BESWICK,BESWICK,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72309-V2 - Extension to the grant term. (22-Mar-2021 )', 'GA72309-V1 - Extension to the grant term. (20-Apr-2020 )']",Closed Non-Competitive,,,,,,,9-Mar-20,31-Dec-20,"13,750.00",9-Mar-20,31-Dec-21,"13,750.00",,,,,,,,,,,,,,,,,,,,,
GA72315,School Nutrition Project-Numbalwar School,National Indigenous Australians Agency,25-Sep-19,10-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"496,056.82",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project-Numbalwar School,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CW65U7O,No,No,Numbulwar School Council Incorporated,13 848 371 210,NUMBULWAR,NUMBULWAR,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72315-V5 - Increase of the grant value. (4-Nov-2021 )', 'GA72315-V4 - Decrease of the grant value. (27-Oct-2021 )', 'GA72315-V3 - Extension to the grant term and increase of value. (5-Mar-2021 )', 'GA72315-V2 - Increase of the grant value. (1-Mar-2021 )', 'GA72315-V1 - Decrease of the grant value. (29-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"161,895.59",1-Jan-20,31-Dec-20,"172,056.82",1-Jan-20,31-Dec-22,"496,056.82",1-Jan-20,31-Dec-22,"496,056.81",1-Jan-20,31-Dec-22,"496,056.82",,,,,,,,,,,,
GA72316,School Nutrition Project-Jilkminggan,National Indigenous Australians Agency,25-Sep-19,10-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"313,932.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project-Jilkminggan,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CW65U2I,No,No,Jilkminggan School,24 230 751 976,JILKMINGGAN,JILKMINGGAN,851,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72316-V3 - Extension to the grant term and increase of value. (5-Mar-2021 )', 'GA72316-V2 - Increase of the grant value. (15-Jun-2020 )', 'GA72316-V1 - Extension to the grant term. (16-Mar-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"103,644.00",1-Jan-20,31-Dec-20,"106,644.00",1-Jan-20,31-Dec-22,"313,932.00",,,,,,,,,,,,,,,,,,
GA72317,School Nutrition Project - Minyerri,National Indigenous Australians Agency,14-Oct-19,10-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"625,468.80",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Minyerri,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-COBGWIL,No,No,Alawa Aboriginal Corporation,70 139 074 876,KATHERINE,KATHERINE,852,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA72317-V4 - Reduction to the grant term. (29-Mar-2021 )', 'GA72317-V3 - Extension to the grant term. (5-Mar-2021 )', 'GA72317-V2 - Increase of the grant value. (1-Mar-2021 )', 'GA72317-V1 - Increase of the grant value. (15-Jun-2020 )']",Open Competitive,,,,,,,1-Jan-20,31-Dec-20,"241,489.60",1-Jan-20,31-Dec-20,"625,468.80",1-Jan-20,30-Apr-23,"625,468.80",1-Jan-20,31-Dec-22,"625,468.80",,,,,,,,,,,,,,,
GA72712,4AP1 Male Role Models,Department of Social Services,9-Dec-19,19-Mar-20,Family and Domestic Violence,16-Mar-2020 to 30-Jun-2022,"990,000.00",No,No,DSS 19/20 DSS Output 2.1 Families and Communities,4AP1 Male Role Models,4AP1 Male Role Models,Male Role Models,4-DNVDUEQ,No,No,Ngaanyatjarra Pitjantjatjara Yankunytjatjara Women's Council Aboriginal Corp,77 902 127 562,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA72716,4AP1 Community led prevention,Department of Social Services,17-Dec-19,19-Mar-20,Family and Domestic Violence,18-Mar-2020 to 30-Jun-2022,"544,499.01",No,No,DSS 19/20 DSS Output 2.1 Families and Communities,4AP1 Community led prevention,4AP1 Community led prevention,Community led prevention,4-DPXPL1O,No,No,Ngaanyatjarra Pitjantjatjara Yankunytjatjara Women's Council Aboriginal Corp,77 902 127 562,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA72717,4AP1 Community led prevention,Department of Social Services,17-Dec-19,19-Mar-20,Family and Domestic Violence,18-Mar-2020 to 30-Jun-2022,"544,500.00",No,No,DSS 19/20 DSS Output 2.1 Families and Communities,4AP1 Community led prevention,4AP1 Community led prevention,Community led prevention,4-DPU9XFE,No,No,Yugul Mangi Development Aboriginal Corporation,40 710 772 364,NGUKURR,NGUKURR,852,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA72951,Haasts Bluff ALT Consultation Indigenous Protected Area (IPA) Project,"Department of Agriculture, Water and the Environment",15-Oct-19,25-Mar-20,Natural Resources - Conservation and Protection,9-Mar-2020 to 30-Jun-2023,"718,922.60",No,No,DoTE 19/20 Program 1.1,National Landcare Program,Haasts Bluff ALT Consultation Indigenous Protected Area (IPA) Project,The Haasts Bluff ALT Consultation IPA project must consult with Traditional Owners to make a decision on the appropriateness of the dedication of their country as an Indigenous Protected Area and to develop an Indigenous Protected Area plan of management for the proposed IPA. The consultation and the majority of the planning will occur across the region that is home to over 500 people.,1E+11,Yes,No,Central Land Council,71 979 619 393,Ciccone,Alice Springs,870,NT,AUSTRALIA,NT,870,AUSTRALIA,GA72951-V1 - Additional activities approved. (23-Mar-2021 ),Open Competitive,GO2329,New Indigenous Protected Areas Program – Competitive Grant Round,"Costing/profit information                                
Privacy Act 1988                                
Public interest                                
Intellectual property                                
Other",,,,9-Mar-20,30-Jun-23,"718,922.60",,,,,,,,,,,,,,,,,,,,,,,,
GA73050,Ranku Generator,National Indigenous Australians Agency,2-Sep-19,31-Mar-20,Indigenous Communities,1-Oct-2019 to 30-Jun-2020,"66,000.00",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Ranku Generator,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-C92TWLT,No,No,Tiwi Islands Regional Council,61 507 431 031,WURRUMIYANGA,WURRUMIYANGA,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73051,Children and Youth Education Program,National Indigenous Australians Agency,6-Apr-19,31-Mar-20,Indigenous Education,1-Jul-2019 to 30-Jun-2022,"510,769.17",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,Children and Youth Education Program,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-C7HELF1,No,No,Miriam Rose Foundation Aboriginal Corporation,11 848 199 377,DARWIN,DARWIN,800,NT,AUSTRALIA,NT,,AUSTRALIA,GA73051-V1 - Decrease of the grant value. (20-Oct-2020 ),Closed Non-Competitive,,,,,,,1-Jul-19,30-Jun-22,"510,769.17",,,,,,,,,,,,,,,,,,,,,,,,
GA73054,Minjilang Community Basketball Court Upgrade,National Indigenous Australians Agency,4-Apr-19,31-Mar-20,Indigenous Communities,1-Jul-2020 to 30-Jun-2021,"146,026.00",No,No,NIAA 20/21 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Minjilang Community Basketball Court Upgrade,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-C3MLF6C,No,No,West Arnhem Regional Council,45 065 336 873,JABIRU,JABIRU,886,NT,AUSTRALIA,NT,,AUSTRALIA,GA73054-V1 - Extension to the grant term. (4-Jan-2021 ),Open Competitive,,,,,,,1-Jul-20,30-Jun-21,"146,026.00",,,,,,,,,,,,,,,,,,,,,,,,
GA73056,School Nutritiron Project - Palumpa,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,2-Jan-2020 to 31-Dec-2020,"183,851.80",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutritiron Project - Palumpa,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CP1E225,No,No,Nganmarriyanga School Council Incorporated,14 834 291 275,PALUMPA,PALUMPA,822,NT,AUSTRALIA,NT,,AUSTRALIA,,Closed Non-Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73057,School Nutrition Program,National Indigenous Australians Agency,14-Oct-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"818,015.61",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Program,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-COODVNE,No,No,Maningrida School Council Inc,14 289 798 469,MANINGRIDA,MANINGRIDA,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73057-V5 - Decrease of the grant value. (30-Aug-2021 )', 'GA73057-V4 - Extension to the grant term. (1-Mar-2021 )', 'GA73057-V3 - Increase of the grant value. (4-Jan-2021 )', 'GA73057-V2 - Decrease of the grant value. (6-Jul-2020 )', 'GA73057-V1 - Increase of the grant value. (9-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"330,906.00",1-Jan-20,31-Dec-20,"286,603.38",1-Jan-20,31-Dec-20,"896,415.38",1-Jan-20,31-Dec-22,"896,415.38",1-Jan-20,31-Dec-22,"818,015.61",,,,,,,,,,,,
GA73058,School Nutrition Project - Kintore,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"487,546.40",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Kintore,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-COBP4MG,No,No,Pintupi Homelands Health Service (Aboriginal Corporation) Kintore                            Original,56 005 261 226,KINTORE,KINTORE,872,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73058-V3 - Extension to the grant term. (28-Jan-2021 )', 'GA73058-V2 - Increase of the grant value. (8-Dec-2020 )', 'GA73058-V1 - Increase of the grant value. (3-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"157,546.40",1-Jan-20,31-Dec-20,"487,546.40",1-Jan-20,31-Dec-22,"487,546.40",,,,,,,,,,,,,,,,,,
GA73059,School Nutrition Project - Ramingining School,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"680,932.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Ramingining School,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNMRWM7,No,No,Ramingining School,98 211 798 654,RAMINGINING,RAMINGINING,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73059-V3 - Extension to the grant term. (1-Mar-2021 )', 'GA73059-V2 - Increase of the grant value. (4-Jan-2021 )', 'GA73059-V1 - Increase of the grant value. (9-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"235,644.00",1-Jan-20,31-Dec-20,"680,932.00",1-Jan-20,31-Dec-22,"680,932.00",,,,,,,,,,,,,,,,,,
GA73060,"School Nutrition Project - Areyonga, Finke, Haasts Bluff , Imanpa,...",National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,1-Jan-2020 to 31-Dec-2022,"1,234,555.00",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,"School Nutrition Project - Areyonga, Finke, Haasts Bluff , Imanpa, Titjikala","Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-CNMPVFU,No,No,MacDonnell Regional Council,21 340 804 903,ALICE SPRINGS,ALICE SPRINGS,870,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73060-V4 - Extension to the grant term. (1-Mar-2021 )', 'GA73060-V3 - Decrease of the grant value. (14-Dec-2020 )', 'GA73060-V2 - Increase of the grant value. (8-Dec-2020 )', 'GA73060-V1 - Increase of the grant value. (3-Jun-2020 )']",Closed Non-Competitive,,,,,,,1-Jan-20,31-Dec-20,"414,555.00",1-Jan-20,31-Dec-20,"1,247,777.00",1-Jan-20,31-Dec-20,"1,234,556.00",1-Jan-20,31-Dec-22,"1,234,555.00",,,,,,,,,,,,,,,
GA73062,School Nutrition Project - Peppimenarti,National Indigenous Australians Agency,25-Sep-19,31-Mar-20,Indigenous Education,2-Jan-2020 to 31-Dec-2022,"261,908.05",No,No,NIAA 19/20 2.2 Children and Schooling,Children and Schooling,School Nutrition Project - Peppimenarti,"Strategic activities that focus on getting children to school, improving education outcomes and improving access to further education as well as supporting families to give children a good start in life.",4-COBDPAE,No,No,Deewin Kirim Aboriginal Corporation,52 545 384 604,PEPPIMENARTI,PEPPIMENARTI,822,NT,AUSTRALIA,NT,,AUSTRALIA,"['GA73062-V4 - Decrease of the grant value. (18-Oct-2021 )', 'GA73062-V3 - Extension to the grant term. (22-Mar-2021 )', 'GA73062-V2 - Increase of the grant value. (5-Mar-2021 )', 'GA73062-V1 - Increase of the grant value. (15-Jun-2020 )']",Closed Non-Competitive,,,,,,,2-Jan-20,31-Dec-20,"93,376.80",2-Jan-20,31-Dec-20,"267,898.40",2-Jan-20,31-Dec-22,"267,898.40",2-Jan-20,31-Dec-22,"261,908.05",,,,,,,,,,,,,,,
GA73069,Dungalan Store Solar PV System Installation,National Indigenous Australians Agency,4-Apr-19,31-Mar-20,Indigenous Communities,1-Oct-2019 to 30-Jun-2020,"73,090.60",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Dungalan Store Solar PV System Installation,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BJS5LDG,No,No,Dungalan Aboriginal Corporation,30 391 975 743,MATARANKA,MATARANKA,852,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA73070,Gulin Gulin Community Store New Fuel Tanks and Relocation of Existing...,National Indigenous Australians Agency,4-Apr-19,31-Mar-20,Indigenous Communities,1-Oct-2019 to 30-Jun-2020,"150,078.50",No,No,NIAA 19/20 Aboriginal Benefit Account Special Account,Aboriginals Benefit Account,Gulin Gulin Community Store New Fuel Tanks and Relocation of Existing Fuel Infrastructure,"Strategic activities that focus on getting Indigenous Australians into work, fostering Indigenous business and assisting Indigenous people to generate economic and social benefits from effective use of their land, particularly in remote areas.",4-BHVHF18,No,No,Gulin Gulin Community Store Aboriginal Corporation,55 148 423 932,BULMAN,BULMAN,850,NT,AUSTRALIA,NT,,AUSTRALIA,,Open Competitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
