,COMMUNITY_ID,COMMUNITY_NAME,COMMUNITY_ALIASES,COMMUNITY_TYPE,MAIN_LANGUAGE,OTHER_LANGUAGES,LOCAL_GOVT COUNCIL,WARD,LAND_COUNCIL,ELECTORATE,POPULATION_COUNT,COMMUNITY_LOCATION,"Community based Essential Service Operators
•",Aboriginal Ranger Groups,Previous SETuP Community,Latitude,Longitude,EntityId,ABN,ORIC,Entity Name,Charity,OrganisationId,Operating As,Organisation Email,Organisation Website,Also Known As,OfficeId,Phone,Fax,Business Email,Business Website,FormattedStreetAddress
658,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,,7486.0,(08) 8987 1196,,,https://www.niaa.gov.au,", Yirrkala NT 0880"
659,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,YIRRKALA SCHOOL,6339.0,(08) 8987 1988,,admin.yirrkala@ntschool.net,https://directory.ntschools.net/#/schools/details/yirrkcec,"Lot 180, Yirrkala NT 0880"
660,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,YIRRKALA HOMELANDS SCHOOL,6358.0,(08) 8987 1224,,yhs.admin@ntschools.net,https://directory.ntschools.net/#/schools/details/yirrkhlc,"Lot 218, Yirrkala NT 0880"
661,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,711.0,21 252 197 750,305,RIRRATJINGU ABORIGINAL CORPORATION,Y,711.0,RIRRATJINGU ABORIGINAL CORPORATION,,,,6361.0,(08) 8987 3433,,admin@rirratjingu.com,,"Lot 198, Yirrkala NT 0880"
662,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,2778.0,68 604 680 088,,STARS FOUNDATION LIMITED,Y,6601.0,STARS FOUNDATION LIMITED,,,YIRRKALA STARS FOUNDATION,6359.0,(07) 4287 6373,,,,"Lot 180, Yirrkala NT 0880"
663,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,2195.0,94 755 012 884,4236,WESTERN DESERT NGANAMPA WALYTJA PALYANTJAKU TJUTAKU ABORIGINAL CORPORATION,Y,5000.0,WESTERN DESERT DIALYSIS,enquiries@purplehouse.org.au,https://www.purplehouse.org.au,YIRRKALA DIALYSIS UNIT,6842.0,,,enquiries@purplehouse.org.au,https://www.purplehouse.org.au,", Yirrkala NT 0880"
664,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,2780.0,26 362 760 947,8138,WUNDAWUY RALKAN YOLNGU ABORIGINAL CORPORATION,N,6603.0,WUNDAWUY RALKAN YOLNGU ABORIGINAL CORPORATION,,,,6365.0,(08) 8987 9428,,,,", Yirrkala NT 0880"
665,576,YIRRKALA,No aliases recorded with NTG DIPL,Major,Yolngu Matha(Djambarrpuyngu),Not recorded,EAST ARNHEM,GUMURR MIWATJ,NORTHERN LAND COUNCIL,MULKA,951,Yirrkala is located south east of Nhulunbuy and is part of the Arnhem Land Aboriginal Land Trust.,,,N,-12.253,136.892,3824.0,42 091 442 410,,YBE (2) PTY LTD,N,11128.0,YBE (2) PTY LTD,admin@ybe.com.au,https://www.ybe.com.au,YOLNGU BUSINESS ENTERPRISES,7945.0,(08) 8987 0900,(08) 8987 0999,admin@ybe.com.au,https://www.ybe.com.au,"Lot 0, Yirrkala NT 0880"
666,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,2618.0,73 057 116 417,1556,ALCOOTA ABORIGINAL CATTLE COMPANY PTY LTD,N,6441.0,ALCOOTA ABORIGINAL CATTLE COMPANY PTY LTD,,,ALCOOTA STATION,6120.0,,,,,", Engawala NT ----"
667,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,2519.0,59 410 835 751,,CENTRAL AUSTRALIA HEALTH SERVICE,N,6302.0,CENTRAL AUSTRALIA HEALTH SERVICE,CAHSCOOCorrespondence.DoH@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,ENGAWALA HEALTH CENTRE,6115.0,(08) 8956 9944,,engawala.clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,"Lot 22, Engawala NT ----"
668,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,,6113.0,(08) 8956 9989,,engawala@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 2, Engawala NT ----"
669,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,3978.0,29 629 127 684,9167,ENGAWALA ART CENTRE ABORIGINAL CORPORATION,Y,15365.0,ENGAWALA ART CENTRE ABORIGINAL CORPORATION,claire@claritynt.com.au,,,8208.0,,,claire@claritynt.com.au,,"5 webb st, Engawala NT ----"
670,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,ALCOOTA SCHOOL,6117.0,(08) 8956 9977,,principal.alcoota@ntschools.net,https://directory.ntschools.net/#/schools/details/alcoosch,"Lot 13, Engawala NT ----"
671,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,2617.0,90 315 164 312,2335,NTJAMINYA GENERAL STORE ABORIGINAL CORPORATION,Y,6440.0,NTJAMINYA GENERAL STORE ABORIGINAL CORPORATION,info@outbackstores.com.au,https://outbackstores.com.au,ENGAWALA COMMUNITY STORE,6118.0,(08) 8956 9881,,info@outbackstores.com.au,https://outbackstores.com.au,"Lot 35, Engawala NT ----"
672,33,ENGAWALA,ALCOOTA,Minor,"Eastern Arrente, Alyawarr",Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,NAMATJIRA,181,Engawala is a Community Living Area on the Alkwert Aboriginal Land Trust (previously the Alcoota Pastoral Property). Alcoota fossil site is just south of the community.,,,N,-22.803,134.455,3397.0,95 099 662 236,,RAINBOW GATEWAY LIMITED,Y,7280.0,RAINBOW GATEWAY LIMITED,,,,8148.0,(08) 8956 9529,,noemail@supplied.com.au,,"LOT 74, ENGAWALA ROAD, Engawala NT ----"
673,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,741.0,22 573 724 404,1899,ATITJERE HOMELANDS STORE ABORIGINAL CORPORATION,Y,741.0,ATITJERE HOMELANDS STORE ABORIGINAL CORPORATION,atitjerestore@businesscents.com.au,,ATITJERE STORE,139.0,(08) 8956 9773,,atitjerestore@businesscents.com.au,,"Lot 16, Atitjere NT 0872"
674,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,2519.0,59 410 835 751,,CENTRAL AUSTRALIA HEALTH SERVICE,N,6302.0,CENTRAL AUSTRALIA HEALTH SERVICE,CAHSCOOCorrespondence.DoH@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,ATITJERE HEALTH CENTRE,6067.0,(08) 8956 9778,,hartsrange.clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,"Lot 60, Atitjere NT 0872"
675,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,,6060.0,(08) 8956 9787,,atitjere@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 106, Atitjere NT 0872"
676,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,1745.0,71 979 619 393,,CENTRAL LAND COUNCIL,Y,1745.0,CENTRAL LAND COUNCIL,media@clc.org.au,https://www.clc.org.au,,6070.0,(08) 8956 9722,,media@clc.org.au,https://www.clc.org.au,"Lot 112, Atitjere NT 0872"
677,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,3497.0,30 429 895 164,,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,N,7400.0,NATIONAL INDIGENOUS AUSTRALIANS AGENCY,,https://www.niaa.gov.au,,7448.0,(08) 8956 9312,,,https://www.niaa.gov.au,"Lot 80, Atitjere NT 0872"
678,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2024.0,"NORTHERN TERRITORY POLICE, FIRE AND EMERGENCY SERVICES",police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,ATITJERE POLICE STATION,6065.0,(08) 8956 9772,,police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,"Lot 110, Atitjere NT 0872"
679,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,ATITJERE SCHOOL,6069.0,(08) 8956 9771,,harts.school@ntschool.net,https://directory.ntschools.net,"Lot 83, Atitjere NT 0872"
680,42,ATITJERE,"ARLTARLPILTA,HART RANGE,HARTS RANGE",Major,Eastern Arrente,Not recorded,CENTRAL DESERT,AKITYARRE,CENTRAL LAND COUNCIL,NAMATJIRA,263,Atitjere is a Community Living Area within the Mount Riddock Pastoral Property at the base of the Harts Ranges .,,,Y,-22.984,134.934,3397.0,95 099 662 236,,RAINBOW GATEWAY LIMITED,Y,7280.0,RAINBOW GATEWAY LIMITED,,,,8168.0,(08) 8956 9974,,Clive.Timoti@rainbowgateway.org.au,,"Lot 108, Atitjere NT 0872"
681,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2519.0,59 410 835 751,,CENTRAL AUSTRALIA HEALTH SERVICE,N,6302.0,CENTRAL AUSTRALIA HEALTH SERVICE,CAHSCOOCorrespondence.DoH@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,LARAMBA HEALTH CENTRE,6019.0,(08) 8956 8792,,laramba.clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,"8 Ayerrer St, Laramba NT ----"
682,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,LARAMBA CHILDCARE CENTRE,6017.0,(08) 8964 7143,,childrensservices.laramba@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 93, Laramba NT ----"
683,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,,6015.0,(08) 8956 8765,,laramba@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 76, Laramba NT ----"
684,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,LARAMBA AGED CARE,6018.0,(08) 8956 8424,,agedcare.laramba@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 75, Laramba NT ----"
685,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2557.0,44 640 761 085,,LARAMBA COMMUNITY STORE ABORIGINAL CORPORATION,Y,6360.0,LARAMBA COMMUNITY STORE ABORIGINAL CORPORATION,,,LARAMBA COMMUNITY STORE,6021.0,(08) 8964 8052,,laramba@businesscents.com.au,,"LOT 82, Laramba NT ----"
686,86,LARAMBA,"NAPPERBY,NAPPERRBY",Major,Anmatyerr,Tiwi (Traditional),CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,GWOJA,281,Laramba is located north west of Alice Springs on a Community Living Area within the Napperby pastoral property.,,,N,-22.533,132.756,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,LARAMBA SCHOOL,6023.0,(08) 8956 8771,(08) 8956 8779,laramba.school@ntschools.net,https://directory.ntschools.net/#/schools/details/laramsch,"Lot 72, Laramba NT ----"
687,127,NTURIYA,"TI TREE,TI TREE STATION",Major,Anmatyerr,Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,110,Nturiya is located north of Alice Springs on the Ahakeye Aboriginal Land Trust just west of Ti Tree. Anmetjere (region) is the name given to Ti Tree and its surrounding communities including Nturiya.,,,N,-22.124,133.265,,,,,,,,,,,,,,,,
688,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,936.0,32 039 179 166,,BATCHELOR INSTITUTE OF INDIGENOUS TERTIARY EDUCATION,Y,4875.0,BATCHELOR INSTITUTE,enquiries@batchelor.edu.au,https://www.batchelor.edu.au,,6173.0,(08) 8951 8300,,enquiries@batchelor.edu.au,https://www.batchelor.edu.au,"6 Western St, Nyirripi NT 0872"
689,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2519.0,59 410 835 751,,CENTRAL AUSTRALIA HEALTH SERVICE,N,6302.0,CENTRAL AUSTRALIA HEALTH SERVICE,CAHSCOOCorrespondence.DoH@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,NYIRRIPI HEALTH CLINIC,6164.0,(08) 8956 8835,,Nyirripi.Clinicmgr@nt.gov.au,https://health.nt.gov.au/health-governance/central-australia-health-service,"10 YURRKARLI CORNER, Nyirripi NT 0872"
690,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,,6159.0,(08) 8956 8720,,nyirripi@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"Lot 58, Nyirripi NT 0872"
691,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,NYIRRIPI AGED CARE,6161.0,(08) 8956 8720,,nyirripi@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"6 Yuendumu road, Nyirripi NT 0872"
692,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2173.0,93 873 628 303,,CENTRAL DESERT REGIONAL COUNCIL,N,2197.0,CENTRAL DESERT REGIONAL COUNCIL,info@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,NYIRRIPI EARLY CHILDHOOD CENTRE,6162.0,(08) 8956 8720,,nyirripi@centraldesert.nt.gov.au,http://centraldesert.nt.gov.au,"15 Yuendumu Road, Nyirripi NT 0872"
693,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,1913.0,79 602 462 309,414,NGURRATJUTA PMARA NTJARRA ABORIGINAL CORPORATION,Y,1913.0,NGURRATJUTA PMARA NTJARRA ABORIGINAL CORPORATION,reception@ngur.com.au,https://ngur.com.au,NGURRATJUTA/ PMARA NTJARRA,6171.0,(08) 8951 1911,,reception@ngur.com.au,https://ngur.com.au,"1 Western St, Nyirripi NT 0872"
694,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2024.0,"NORTHERN TERRITORY POLICE, FIRE AND EMERGENCY SERVICES",police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,NYIRRIPI POLICE STATION,6165.0,(08) 8956 4851,,police.information@nt.gov.au,https://www.pfes.nt.gov.au/police,"5 Yurrkali Corner, Nyirripi NT 0872"
695,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2002.0,84 085 734 992,,NORTHERN TERRITORY OF AUSTRALIA,N,2005.0,NT DEPARTMENT OF EDUCATION,infocentre.det@nt.gov.au,https://directory.ntschools.net,NYIRRIPI SCHOOL,6169.0,(08) 8956 8880,,peter.baldry@ntschools.net,https://directory.ntschools.net/#/schools/details/nyirrsch,"14 POWERHOUSE RD, Nyirripi NT 0872"
696,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2639.0,43 460 372 536,,NYIRRIPI ABORIGINAL CORPORATION,Y,6463.0,NYIRRIPI ABORIGINAL CORPORATION,,,NYIRRIPI COMMUNITY STORE,6167.0,(08) 8956 4999,,njp@outbackstores.com.au,,"2 WESTERN St, Nyirripi NT 0872"
697,128,NYIRRIPI,WAITE CREEK,Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,277,Nyirripi is located close to the southern and south western extent of traditionally owned Warlpiri land on the Yunkanjini Aboriginal Land Trust between Newhaven and Mount Doreen Pastoral Properties.,,,Y,-22.651,130.553,2130.0,90 806 344 073,457,WARLUKURLANGU ARTISTS ABORIGINAL CORPO,N,2154.0,WARLUKURLANGU ARTISTS ABORIGINAL CORPO,info@warlu.com,https://warlu.com/,NYIRRIPI ARTS CENTRE,8128.0,(08) 8956 4031,,info@warlu.com,https://warlu.com/,"Lot, Nyirripi NT 0872"
698,138,PMARA JUTUNTA,"SIX MILE,TI TREE SIX MILE",Major,Anmatyerr / Warlpiri,Not recorded,CENTRAL DESERT,ANMATJERE,CENTRAL LAND COUNCIL,BARKLY,207,"Pmara Jutunta is located north of Alice Springs, just south of Ti Tree on the Ahakey Aboriginal Land Trust. Anmetjere (region) is the name given to Ti Tree and its surrounding communities including Pmara Jutunta.",,,N,-22.209,133.431,,,,,,,,,,,,,,,,
699,186,WILLOWRA,"WILLOWRA STATION,WIRLIYATJARRAYI",Major,Warlpiri,Not recorded,CENTRAL DESERT,SOUTHERN TANAMI,CENTRAL LAND COUNCIL,GWOJA,354,Willowra is located north of Alice Springs on the Wirliyajarrayi Aboriginal Land Trust.,,,N,-21.244,132.614,2515.0,88 074 114 815,,BAPTIST UNION OF THE NORTHERN TERRITORY,Y,6299.0,BAPTIST UNION OF THE NORTHERN TERRITORY,bunttres@gmail.com,https://www.ntbaptist.org.au,WILLOWRA BAPTIST CHURCH,6750.0,0427 596 279,,morrisonmanna@bigpond.com,https://www.ntbaptist.org.au,", Willowra NT 0872"
